North	East
941894.5	151281.44
942200.03	151628.27
942950.24	151675.58
942985.1	151643.35
942991.6	151540.34
943095.95	151443.45
943101.37	151357.65
943241.56	151211.39
943454.77	151466.1
943448.26	151569.16
943661.38	151823.9
943954.92	151842.4
944259.53	152206.24
944246.57	152412.19
944339.02	152504.18
944332.54	152607.15
944423.92	152716.27
944418.53	152802.1
944447.88	152855.63
944643.58	152867.92
944734.96	152977.03
944898.08	152987.27
944960.12	153042.84
944954.73	153128.66
945318.17	153599.34
945416.02	153605.47
945507.42	153714.54
945606.34	153703.53
945789.27	153921.65
945854.43	153925.73
945945.84	154034.78
946044.77	154023.77
946136.18	154132.81
946331.99	154145.05
946423.41	154254.09
946586.42	154264.27
946740.97	154411.7
946659.19	155198.67
946751.7	155290.54
946732.5	155599.27
946825.02	155691.12
946818.63	155794.03
946714.39	155890.86
946806.92	155982.71
946794.15	156188.52
946886.68	156280.36
946880.31	156383.26
946909.7	156436.73
947203.37	156454.92
947550.77	156132.16
947557.16	156029.27
947464.63	155937.44
947477.41	155731.66
947384.89	155639.82
947397.69	155434.04
947605.13	155257.57
947611.54	155154.68
948550.1	154283.74
948647.95	154289.86
948891.25	154064.12
948897.69	153961.27
948933.6	153911.89
949030.38	153935.14
949134.67	153838.43
949591.35	153867.04
949731.45	153720.97
949736.82	153635.26
949909.62	153491.25
949968.44	153598.17
950261.99	153616.59
950291.35	153670.04
950285.97	153755.74
950439.43	153920.19
950537.28	153926.32
950608.99	153827.6
950792.88	154028.36
951249.56	154056.97
951340.97	154165.89
951797.64	154194.49
952072.97	154504.07
952725.35	154544.88
952816.78	154653.75
952882.05	154657.83
953036.6	154805.04
953030.19	154907.78
953152.06	155052.94
953509.82	155092.44
953602.33	155184.18
953798.03	155196.39
953889.47	155305.22
954248.3	155327.61
954339.75	155436.42
954437.6	155442.53
954651.06	155696.42
954644.66	155799.12
954675.11	155835.41
954772.96	155841.5
954986.44	156095.35
954973.67	156300.74
955278.55	156663.31
955572.11	156681.53
955676.34	156584.93
956296.15	156623.42
956387.63	156732.15
956746.46	156754.43
956814.92	156707.16
956821.3	156604.52
956856	156572.31
956954.92	156561.3
957058.09	156481.83
957155.94	156487.91
957191.82	156438.63
957216.31	156045.18
957284.66	155997.93
957376.12	156106.65
957734.96	156128.99
957770.84	156079.72
957777.24	155977.1
957844.53	155946.93
957942.38	155953.03
958082.52	155807.25
958100.66	155516.5
958136.44	155467.23
958332.15	155479.45
958435.34	155400.04
958533.19	155406.15
958604.88	155307.63
958788.83	155507.97
959245.51	155536.49
959349.77	155440.02
959642.37	155475.44
959746.63	155378.99
959811.79	155383.06
959903.24	155491.74
960002.16	155480.78
960398.52	155951.68
960392.12	156054.23
960514.03	156199.1
960709.85	156211.31
960813.03	156131.93
960976.05	156142.09
961148.76	155998.47
961155.16	155895.94
961398.49	155670.95
961496.34	155677.06
961566.84	155595.68
961860.51	155614.03
961896.29	155564.81
961932.64	154983.88
962001.13	154936.71
962098.98	154942.85
962157.72	155049.43
962354.6	155044.63
962493.6	154916.12
962500.02	154813.63
962568.51	154766.48
962764.21	154778.75
962798.94	154746.61
962817.16	154456.21
963025.74	154263.54
963031.11	154178.12
963275.63	153936.29
963373.48	153942.45
963408.21	153910.32
963414.66	153807.85
963450.58	153758.68
963744.13	153777.17
963864.88	153939.07
963859.51	154024.48
963950.91	154133.09
963944.47	154235.55
963975.01	154271.78
964170.71	154284.08
964206.51	154234.91
964250.91	154049.11
964158.43	153957.56
964194.35	153908.39
964390.05	153920.71
964481.45	154029.32
964580.38	154018.42
964895.44	153695.44
964907.29	153507.63
965114.84	153332.17
965121.31	153229.74
965504.96	152859.73
965510.35	152774.42
965858.22	152453.69
965956.07	152459.89
966048.51	152551.39
966145.28	152574.7
966389.79	152333.11
966401.69	152145.43
966506.05	152049.19
966512.55	151946.8
966615.93	151867.74
966634.38	151577.56
966542.94	151468.93
966554.89	151281.2
966342.93	151010.66
966243.99	151021.53
966123.25	150859.55
966141.77	150569.39
966079.89	150514.02
965818.92	150497.35
965750.38	150544.39
965731.86	150834.58
965627.48	150930.75
965622.04	151016.12
965586.2	151065.25
965402.47	150864.98
965337.2	150860.82
965233.91	150939.96
965136.06	150933.72
965031.69	151029.91
964575.03	151000.81
964483.71	150892.13
964384.77	150903
964172.72	150632.25
964178.17	150546.86
964148.86	150493.55
964051.02	150487.3
963959.71	150378.6
963861.86	150372.35
963740.06	150227.37
963746.6	150124.9
963592.23	149977.83
963528.16	149956.6
963315.08	149702.86
963321.64	149600.38
963229.27	149508.7
963235.84	149406.22
963173.97	149350.8
962911.91	149351.13
962851.02	149278.64
962856.5	149193.21
962797.81	149086.54
962778.39	148879.46
962748.01	148843.19
962552.21	148830.61
962522.92	148777.27
962616.49	147325.12
962496	147162.95
962398.16	147156.62
962306.94	147047.79
962207.88	147058.52
962116.67	146949.68
961953.67	146939.13
961862.46	146830.28
961666.66	146817.61
961483.15	146616.96
961417.99	146612.74
961143.18	146303.18
961045.34	146296.83
960986.83	146190.07
960888.99	146183.72
960643.57	145927.49
960650.23	145824.94
960590.52	145735.23
960610.52	145427.51
960518.24	145335.73
960524.92	145233.17
960341.48	145032.39
960348.17	144929.78
960318.93	144876.37
960220.98	144869.99
960159.17	144814.46
960197.32	144731.15
960044.25	144566.61
959946.41	144560.22
959733.78	144305.97
959739.36	144220.53
959680.8	144113.68
959661.65	143906.34
959601.97	143816.63
959615.41	143611.42
959523.16	143519.56
959536.62	143314.35
958928.1	142604.64
958934.84	142502.04
958843.75	142393.01
958849.38	142307.49
958758.3	142198.45
958765.05	142095.85
958672.85	142003.88
958679.61	141901.28
957981.41	141065.02
958019.64	140981.64
957808.26	140709.97
957221.23	140671.11
956401.85	139688.77
956407.54	139603.2
956166.06	139294.95
956172.89	139192.28
955990.77	138973.9
955996.48	138888.31
955755.05	138579.99
955761.9	138477.3
955669.77	138385.19
955676.63	138282.5
955282.34	137809.16
955177.64	137905.31
955086.67	137796.07
954825.74	137778.62
954704.49	137632.93
954711.37	137530.22
954528.2	137328.79
954535.08	137226.07
954442.98	137133.9
954463.65	136825.69
954371.56	136733.56
954385.36	136528.07
954293.28	136435.93
954346.69	136129.91
954101.9	135872.63
954004.07	135866.04
953944.58	135776.02
953846.75	135769.43
953755.84	135660.1
953658	135653.51
953416.71	135344.79
953318.88	135338.19
953227.98	135228.84
953032.31	135215.64
952940.26	135123.39
952876.16	135101.87
952784.11	135009.61
952686.28	135003.01
952595.39	134893.63
952399.73	134880.41
952340.26	134790.34
952243.58	134766.62
952151.54	134674.34
951858.05	134654.5
951767.16	134545.1
951701.91	134540.68
951609.87	134448.39
951414.21	134435.15
951323.33	134325.73
951160.24	134314.7
950915.57	134057.12
950962.05	133371.67
950903.78	133264.43
950916.59	133075.92
950825.75	132966.45
950878.27	132195.29
950816.63	132139.43
950751.37	132134.98
950689.62	132079.12
950696.64	131976.3
950667.58	131922.67
950569.75	131915.99
950448.6	131769.96
950468.51	131478.6
950075.12	131003.98
949879.47	130990.58
949758.35	130844.49
949765.4	130741.65
949582.67	130539.66
949589.73	130436.81
949498.96	130327.25
949504.85	130241.52
949385.04	130078.28
949287.11	130071.55
949166.13	129925.43
949173.21	129822.56
949082.46	129712.92
949089.54	129610.05
949298.17	129434.93
949304.07	129349.25
949408.99	129253.13
949421.99	129064.55
949331.26	128954.94
949338.36	128852.03
949275.47	128813.28
949211.51	128791.6
949119.6	128699.17
948923.84	128685.65
948894.82	128631.91
948901.93	128529.04
949041.91	128400.94
949206.07	128395.02
949309.82	128316.05
949799.05	128349.88
949903.99	128253.81
949969.13	128258.31
950036.76	128228.59
950043.88	128125.69
950148.82	128029.62
950087.24	127973.69
949989.31	127966.91
949777.71	127711.11
949784.84	127608.27
949634.85	127408.38
949707.24	127310.06
949713.19	127224.33
949622.51	127114.69
949760.05	127020.9
949606.62	126872.42
949508.68	126865.61
949418.01	126755.95
949157.23	126737.82
949052.14	126833.87
948856.49	126820.27
948736.83	126656.89
948742.8	126571.14
948561.47	126351.77
948600.01	126268.29
948509.36	126158.6
948523.7	125952.84
948431.86	125860.26
948439.04	125757.38
948377.38	125701.38
948312.24	125696.83
948220.4	125604.25
948123.77	125580.29
948018.66	125676.35
947926.82	125583.75
947765.06	125555.24
947702.2	125516.37
947709.39	125413.47
947849.37	125285.36
948045.01	125299.03
948150.13	125202.98
948247.96	125209.82
948389.14	125064.61
948402.34	124875.97
948311.72	124766.24
948317.73	124680.48
948288.76	124626.75
948190.94	124619.9
948129.3	124563.88
948136.51	124460.99
948106.23	124424.38
948009.61	124400.4
947827.21	124198.01
947664.14	124186.57
947510.81	124037.9
947578.32	123542.79
947516.69	123486.74
947418.87	123479.86
947328.29	123370.07
947261.95	123382.62
946990.12	123053.14
946794.48	123039.36
946735.27	122949.03
946637.45	122942.14
946575.94	122886.08
946603.76	122491.49
946482.95	122345.01
946287.31	122331.2
946251.11	122380.37
946245.06	122466.18
946103.66	122611.39
946005.85	122604.49
945944.34	122548.42
945964.92	122256.71
946070.02	122160.61
946090.63	121868.91
945969.84	121722.45
945513.32	121690.15
945422.79	121580.21
945324.97	121573.29
945205.52	121409.61
945212.81	121306.64
945316.71	121227.74
945324.01	121124.77
945395.34	121043.63
945409.95	120837.64
945380.92	120783.84
945281.88	120794.1
945252.97	120740.24
945289.2	120691.07
945484.83	120704.96
945626.29	120559.78
945639.71	120371
945549.21	120261.09
945576.07	119883.52
945364.88	119626.99
945300.85	119605.2
945239.39	119549.07
945252.85	119360.27
945461.95	119185.44
945476.65	118979.51
945323.4	118830.55
945258.15	118825.89
945196.7	118769.74
945204.06	118666.77
945083.39	118520.12
944985.57	118513.12
944740.19	118737.12
944732.84	118840.1
944487.36	119064.12
944291.73	119050.16
944262.84	118996.33
944270.2	118893.34
944374.14	118814.47
944164.24	118540.66
943675.17	118505.69
943554.61	118359
943582.88	117964.08
943371.81	117707.33
943273.99	117700.31
943063.04	117443.53
943076.6	117254.63
942957.21	117090.71
942761.59	117076.65
942656.37	117172.67
942558.56	117165.64
942418.2	117293.68
942410.81	117396.73
942305.6	117492.76
942292.06	117681.7
942186.86	117777.74
942159.8	118155.64
942340.68	118375.73
942285.49	119148.65
942180.33	119244.73
942174.21	119330.62
942137.97	119379.83
942046.28	119286.96
941949.69	119262.84
941919.57	119226.14
941940.39	118934.13
942045.56	118838.05
942033.74	118543.71
942004.85	118489.85
941646.16	118464.22
941584.6	118408.02
941688.55	118329.11
941716.82	117934.01
941415.43	117567.07
941317.62	117560.06
941139.78	117754.53
940945.39	117723.36
940854.96	117613.26
940755.91	117623.41
940510.38	117847.63
940503	117950.73
940466.74	117999.95
939521.17	117932.29
939449.78	118013.58
939351.96	118006.58
939210.41	118151.94
939196.9	118341.04
939128.08	118387.95
939030.27	118380.96
938993.9	118430.2
938965.69	118825.57
939057.38	118918.51
938883.4	119061.6
938854.4	119007.7
938889.95	118509.18
938769.39	118362.33
938665.44	118441.32
938566.4	118451.51
938531.26	118483.58
938523.9	118586.72
938349.91	118729.82
938253.32	118705.67
938179.5	118821.35
938082.91	118797.2
937977.74	118893.39
937716.86	118874.8
937579.02	118968.67
937416.07	118957.07
937348.37	118986.83
937373.59	119092.33
937402.6	119146.24
937500.41	119153.21
937529.31	119207.11
937389.13	119335.42
937291.32	119328.46
937149.82	119473.95
937142.48	119577.13
937172.72	119613.87
937270.53	119620.82
937361.02	119730.95
937458.83	119737.9
937487.74	119791.8
937347.58	119920.13
937248.54	119930.42
937144.63	120009.42
937046.7	120002.47
936974.24	120101.04
936680.8	120080.22
936471.64	120255.56
936373.82	120248.62
936301.37	120347.21
935909.99	120319.48
935838.76	120400.9
935643.13	120387.04
935536.78	120500.58
935440.07	120476.41
935089.71	120797.46
935061.74	121193.28
935025.53	121242.6
934927.6	121235.68
934682.39	121460.5
934675.11	121563.75
934606.22	121610.77
934548.36	121502.93
934352.62	121489.12
934248.74	121568.24
934051.88	121571.69
933948	121650.87
933882.86	121646.28
933821.25	121590.05
933961.35	121461.53
934156.98	121475.33
934262.08	121378.97
934359.9	121385.87
934396.23	121336.49
934430.25	120854.66
934372.31	120746.74
934347.04	120641.18
934318.01	120587.24
934218.98	120597.57
934128.47	120487.33
933769.77	120461.95
933587.54	120258.81
933522.4	120254.19
933418.38	120333.29
933320.56	120326.36
933251.77	120373.39
933277.03	120479.04
933140.56	120555.85
933165.82	120661.44
933060.7	120757.87
933053.4	120861.16
932880.61	120987.38
932815.36	120982.78
932537.58	121205.36
932562.86	121311.02
932591.79	121364.97
932689.6	121371.87
932810.39	121518.81
932803.11	121622.11
932766.8	121671.45
932277.71	121637.01
932241.5	121686.37
932220.9	121979.1
932249.83	122033.04
932347.65	122039.92
932452.74	121943.5
932746.19	121964.14
932775.24	122018.09
932635.05	122146.66
932537.24	122139.78
932328.29	122315.45
932229.26	122325.77
932052.89	122503.74
931955.07	122496.88
931815.01	122625.5
931794.48	122918.26
931584.36	123111.2
931577.13	123214.53
931540.83	123263.9
931388.72	123097.5
931437.03	122408.59
931407.98	122354.63
930755.82	122308.83
930719.62	122358.22
930673.64	122545.42
930637.45	122594.81
930278.74	122569.65
930209.97	122616.76
930202.73	122720.12
930062.57	122848.82
929964.75	122841.96
929844.02	122694.98
929949.09	122598.47
929956.34	122495.1
930060.2	122415.8
930067.46	122312.44
930207.52	122183.75
930306.55	122173.42
930341.65	122141.24
930356.18	121934.52
930325.92	121897.75
930229.32	121873.61
930124.23	121970.15
929765.53	121944.94
929704.02	121888.67
929710.08	121802.51
929619.42	121692.24
929688.31	121645.15
929786.12	121652.03
929876.67	121762.28
930039.74	121773.75
930144.83	121677.27
930340.46	121691.03
930445.56	121594.5
930608.63	121605.98
930712.51	121526.78
930908.14	121540.56
931013.24	121444.1
931078.49	121448.7
931182.38	121369.46
931280.19	121376.35
931385.29	121279.91
931580.93	121293.7
931686.03	121197.27
931946.92	121215.67
932052.03	121119.2
932247.66	121133
932318.98	121051.55
932416.8	121058.46
932485.69	121011.41
932513.67	120615.34
932452.08	120559.07
932354.26	120552.16
932295.1	120461.49
932197.28	120454.57
932135.8	120398.31
932150.42	120191.62
932359.47	120016.06
932372.89	119826.64
932583.17	119633.9
932590.5	119530.6
932661.86	119449.13
932701.77	119348.14
932549.71	119181.61
932385.43	119187.22
932233.49	119020.68
932302.3	118973.65
932465.36	118985.24
932555.83	119095.5
932849.27	119116.36
932885.63	119067.04
932892.97	118963.74
932801.28	118870.68
932870.09	118823.67
932967.9	118830.63
933318.54	118509.54
933299.47	118317.84
933404.65	118221.53
933412.02	118118.25
933515.97	118039.15
933544.25	117643.23
933613.08	117596.24
933678.32	117600.91
933747.26	117553.93
933802.72	116779.33
934048.19	116554.72
934243.93	116568.76
934335.57	116661.85
934400.7	116666.52
934504.69	116587.48
934567.46	116626.59
934357.03	116819.07
934336.06	117111.66
934426.48	117221.92
934384.63	117807.07
934175.48	117982.43
934168.11	118085.69
934027.79	118214.08
933929.97	118207.1
933579.42	118528.12
933572.06	118631.4
933468.12	118710.52
933453.42	118917.08
933664.48	119174.31
933957.92	119195.16
934063.19	119098.86
934226.14	119110.45
934330.08	119031.34
934884.4	119070.77
934945.98	119127.04
934939.86	119213.09
934968.76	119267.02
935327.45	119292.53
935432.61	119196.25
935724.94	119234.31
935830.1	119138.05
935895.23	119142.69
935964.15	119095.72
935984.98	118803.27
935923.41	118747.01
935858.27	118742.37
935796.7	118686.11
935804.06	118582.89
935712.38	118489.88
935781.3	118442.93
936237.81	118475.49
936342.99	118379.26
936440.8	118386.24
936967.95	117887.95
936975.33	117784.76
937044.27	117737.84
937401.73	117780.67
937543.18	117635.24
937583.13	117534.4
937759.74	117356.91
937773.3	117167.75
937744.43	117113.83
937548.8	117099.8
937163.01	117452.46
937101.46	117396.2
937107.62	117310.19
937212.82	117214.01
937182.72	117177.27
937086.14	117153.08
936980.93	117249.25
936785.31	117235.24
936756.33	117181.3
936791.47	117149.22
936890.52	117139.05
936994.49	117060.06
937092.31	117067.07
937128.57	117017.81
937142.15	116828.62
937283.64	116683.2
937479.37	116697.26
937584.6	116601.11
937682.41	116608.14
937786.4	116529.17
937949.46	116540.89
938018.3	116493.99
938025.71	116390.82
937964.29	116334.56
937801.23	116322.83
937648.07	116173.53
937717.03	116126.63
937912.65	116140.71
938090.56	115946.12
938286.18	115960.21
938390.19	115881.27
938585.81	115895.37
938644.86	115986.04
939492.6	116047.09
939596.6	115968.18
939661.85	115972.89
939767.09	115876.82
939864.9	115883.86
939901.18	115834.66
939939.95	115751.06
940012.63	115652.65
940026.27	115463.6
940095.24	115416.75
940193.05	115423.81
940229.34	115374.61
940236.78	115271.51
940145.18	115178.5
940166.3	114886.34
940271.57	114790.31
940307.67	114291.9
940411.71	114213.11
940432.9	113920.97
940252.26	113700.5
940259.75	113597.4
940400.23	113469.39
940498.04	113476.5
940566.92	113429.69
940573.16	113343.81
940362.48	113086.62
939808.2	113046.27
939494.77	113299.9
939297.9	113302.9
939226.41	113384.06
939030.79	113369.84
938940.48	113259.59
938581.81	113233.51
938476.51	113329.55
938378.7	113322.44
938342.27	113371.65
938313.55	113767.16
938245.93	113796.78
938146.87	113806.91
937970.09	113984.24
937774.48	113970.05
937669.19	114066.14
937408.32	114047.23
937346.82	113990.91
937415.8	113944.05
937480.94	113948.77
937549.92	113901.86
937557.41	113798.68
937494.66	113759.59
937235.16	113723.44
936884.11	114043.78
936876.63	114147.03
936631.01	114371.26
936533.2	114364.18
936464.22	114411.12
936483.1	114602.64
936512.04	114656.67
936616.07	114577.72
936811.69	114591.87
936884.29	114493.38
937080.02	114507.55
937185.3	114411.38
937380.92	114425.54
937453.53	114327.07
937649.26	114341.24
937753.29	114262.39
937851.1	114269.47
937956.39	114173.34
938315.06	114199.32
938343.89	114253.32
938098.27	114477.46
938033.03	114472.74
937964.05	114519.66
937956.58	114622.82
937920.28	114672.05
937724.66	114657.9
937634.32	114547.65
937438.59	114533.49
937365.99	114631.96
937072.56	114610.73
936967.29	114706.85
936707.66	114670.81
936602.39	114766.94
936504.58	114759.87
936435.61	114806.76
936461.97	114895.07
936610.11	115113.31
936573.82	115162.56
936476.01	115155.5
936356.7	114991.27
936362.91	114905.25
936301.39	114848.93
936040.64	114830.09
936011.69	114776.13
936000.27	114481.31
935942.49	114373.37
935956.19	114184.12
936028.91	114085.63
936050.11	113793.1
936021.28	113739.13
935923.36	113732.03
935818.06	113828.22
935459.39	113802.22
935354.1	113898.36
935158.48	113884.19
935054.44	113963.1
934989.31	113958.38
934883.91	114054.59
934786.1	114047.51
934540.47	114271.93
934533.01	114375.19
934428.98	114454.12
934519.32	114564.51
934511.86	114667.76
934406.59	114763.95
934343.3	115641.71
934239.29	115720.74
934210.82	116116.59
934174.43	116165.88
934145.57	116111.9
934120.43	116006.3
934061.38	115915.53
934068.8	115812.27
934007.27	115755.94
933811.65	115741.86
933775.37	115791.16
933767.94	115894.43
933732.79	115926.53
933430.32	115575.98
933445.19	115369.42
933480.24	115337.32
933543	115376.46
933503	115477.4
933564.41	115533.73
933706.06	115388.21
933712.26	115302.13
933817.52	115205.9
933824.96	115102.63
933704.41	114955.5
933247.92	114922.56
933037.13	114665.06
933052.05	114458.48
933123.52	114377.09
933094.58	114323.09
932801.15	114301.87
932729.68	114383.26
932631.87	114376.19
932526.59	114472.43
932330.97	114458.3
932240.63	114347.92
931881.95	114322
931851.88	114285.18
931924.59	114186.57
931945.77	113893.81
932051.06	113797.56
932058.54	113694.19
932126.17	113664.5
932582.65	113697.57
932724.37	113552.01
932731.86	113448.71
932701.67	113411.94
932246.45	113361.58
932154.88	113268.43
931763.64	113240.05
931658.34	113336.29
931594.35	113314.3
931489.05	113410.54
931391.24	113403.45
931109.16	113677.37
931011.35	113670.29
930906.06	113766.61
930710.44	113752.46
930591.29	113587.92
930597.53	113501.83
930702.83	113405.5
930710.32	113302.15
930781.69	113220.78
930796.69	113014.01
930676.32	112866.78
930415.46	112847.84
930325.16	112737.32
929673.07	112689.96
929636.75	112739.29
929629.24	112842.73
929561.5	112872.42
928257.31	112777.77
928152	112874.1
928086.75	112869.37
927981.44	112965.76
927883.63	112958.67
927779.58	113037.73
927583.96	113023.55
927511.22	113122.26
927413.41	113115.17
927308.1	113211.59
927112.49	113197.42
926935.7	113375.24
926837.9	113368.16
926732.59	113464.6
926634.79	113457.52
926529.49	113553.91
925616.53	113487.88
925512.49	113567.01
925153.81	113541.08
925092.31	113484.61
925232.78	113356.09
925330.59	113363.17
925645.24	113091.16
925743.05	113098.24
925815.79	112999.42
926304.84	113034.85
926410.14	112938.47
926768.81	112964.47
926872.87	112885.38
927035.92	112897.2
927141.23	112800.79
927434.66	112822.07
927538.72	112743
927703.02	112737.55
927807.08	112658.5
928002.7	112672.7
928179.52	112494.9
928767.63	112520.25
928839.13	112438.8
929132.55	112460.13
929237.88	112363.84
929328.17	112474.34
929686.84	112500.4
929778.39	112593.68
931343.43	112707.39
931447.5	112628.36
931643.11	112642.58
931715.87	112543.99
931911.48	112558.22
932015.55	112479.27
932277.67	112480.98
932381.74	112401.98
932577.35	112416.22
932646.36	112369.31
932675.2	111973.29
932583.67	111880.05
932591.2	111776.74
932409.4	111573.05
932446.99	111506.57
932543.54	111530.91
932612.56	111484.02
932627.65	111277.41
932536.13	111184.15
932641.49	111087.99
932649.04	110984.68
932825.94	110807.2
932868.83	110221.79
932937.74	110174.91
933035.55	110182.08
933212.49	110004.65
933310.3	110011.83
933346.76	109962.59
933354.35	109859.3
933458.47	109780.39
933473.65	109573.81
933646.71	109448.06
933711.95	109452.86
933817.35	109356.78
933915.16	109363.97
934020.56	109267.9
934118.37	109275.09
934328.03	109100.16
934490.96	109112.16
934519.83	109166.2
934483.36	109215.42
934386.82	109191.03
934208.57	109385.56
934110.77	109378.36
933969.01	109523.68
933930.11	109607.37
933991.45	109663.79
934187.06	109678.17
934259.89	109579.7
934350.1	109690.15
934447.91	109697.34
934509.35	109753.77
934473.97	110235.68
934368.59	110331.77
934347.14	110624.36
934437.38	110734.79
934398.51	110818.47
934325.71	110916.96
934318.16	111020.22
934409.67	111113.45
934380.73	111509.3
934499.8	111673.71
934858.46	111699.89
934963.81	111603.78
935159.53	111618.08
935341.33	111821.65
935406.46	111826.4
935511.8	111730.31
935608.35	111754.64
935819.15	111562.48
935916.96	111569.63
936162.75	111345.45
936009.77	111195.88
935945.89	111173.93
935883.17	111134.73
935890.72	111031.51
935800.48	110921.12
935806.78	110835.08
935912.15	110739.03
935933.59	110446.55
936248.47	110175.61
936256.05	110072.4
936292.51	110023.19
936585.93	110044.75
936831.8	109820.7
936845.72	109631.48
936882.19	109582.29
936980	109589.49
937085.4	109493.49
937248.33	109505.49
937353.85	109409.51
937549.45	109423.92
937653.59	109345.12
937816.53	109357.13
937922.04	109261.17
938019.85	109268.38
938088.78	109221.59
938062.55	109133.2
938200.53	109039.65
938175.58	108934.09
938055.36	108786.89
937957.56	108779.67
937928.69	108725.68
937942.66	108536.51
937823.73	108372.12
937628.13	108357.66
937417.27	108549.57
937326.98	108439.15
936674.92	108390.97
936556	108226.53
936577.63	107934.09
936681.8	107855.3
936689.44	107752.1
936831.27	107606.96
936927.8	107631.38
936996.86	107584.62
937004.51	107481.42
937041.01	107432.25
937334.41	107454
937370.8	107404.82
937377.18	107318.82
937693.57	107030.99
937667.39	106942.63
937736.46	106895.89
938095.1	106922.53
938164.06	106875.79
938171.73	106772.56
938275.92	106693.9
938251.03	106588.32
938283.59	106590.74
NA	NA
941961.65	114083.75
941925.35	114132.91
941886.44	114216.39
941947.94	114272.71
942045.75	114279.8
942082.06	114230.58
942089.54	114127.52
942060.71	114073.63
941961.65	114083.75
NA	NA
923433.07	139426.04
923396.98	139475.66
923384.51	139665.48
923446.38	139721.53
923609.48	139732.24
923748.95	139602.75
923755.75	139499.23
923726.58	139445.33
923433.07	139426.04
NA	NA
922646.31	141939.64
922577.68	141987.17
922558.6	142280.57
922679.04	142444.37
923071.52	142452.5
923107.46	142402.85
923119.79	142213.02
922998.36	142066.53
922900.52	142060.16
922809.41	141950.25
922646.31	141939.64
NA	NA
923400.21	139926.45
923329.29	140008.46
923231.45	140002.04
923162.8	140049.53
923253.85	140159.48
923248.19	140245.77
923459.61	140519.55
923655.28	140532.36
923691.25	140482.73
923710.46	140189.4
923815.08	140092.3
923821.87	139988.78
923791.56	139952.12
923400.21	139926.45
NA	NA
937907.49	117125.52
937871.11	117174.76
937857.56	117363.92
937886.54	117417.84
937955.37	117370.93
937968.93	117181.77
937907.49	117125.52
NA	NA
942679.91	111873.97
942539.48	112001.85
942531.95	112104.9
942426.61	112200.8
942455.41	112254.7
942651.03	112268.99
942898.15	112028.08
942777.71	111881.13
942679.91	111873.97
NA	NA
933362.91	114238.66
933326.61	114287.95
933319.14	114391.23
933380.65	114447.59
933544.84	114442.17
933612.57	114412.44
933587.47	114306.81
933558.53	114252.81
933362.91	114238.66
NA	NA
936167.05	114441.49
936098.08	114488.38
936090.61	114591.6
936243.72	114741.02
936384.04	114612.81
936391.51	114509.61
936330	114453.28
936167.05	114441.49
NA	NA
941624.61	117392.12
941556.9	117421.81
941582.18	117527.23
941701.48	117691.17
941799.3	117698.18
941835.56	117648.98
941842.94	117545.92
941722.42	117399.14
941624.61	117392.12
NA	NA
943900.35	114017.31
943864.05	114066.45
943850.33	114255.32
943879.16	114309.19
944074.78	114323.39
944142.51	114293.83
944157.47	114087.76
944095.97	114031.52
943900.35	114017.31
NA	NA
911645.65	136374.63
911436.23	136569.36
911370.97	136565.04
911302.28	136612.64
911423.64	136759.75
911521.47	136766.22
911765.75	136539.02
911772.62	136435.18
911742.34	136398.39
911645.65	136374.63
NA	NA
931238.11	112803.62
931132.8	112899.92
931067.55	112895.19
930999.92	112924.87
930992.42	113028.22
931111.55	113192.75
931404.97	113214.04
931510.28	113117.74
931673.33	113129.57
931846.38	113003.67
931853.89	112900.29
931792.4	112843.88
931238.11	112803.62
NA	NA
935960.73	111866.86
935924.4	111916.09
935909.34	112122.53
935939.4	112159.33
936037.2	112166.46
936177.73	112038.34
936058.54	111874
935960.73	111866.86
NA	NA
921977.89	139139.69
921838.29	139269.22
921958.61	139433.15
922056.44	139439.58
922197.06	139292.8
922202.74	139206.48
922173.57	139152.56
921977.89	139139.69
NA	NA
943368.46	111423.7
943226.76	111568.69
943186.54	111669.33
943278.06	111762.37
943270.52	111865.4
943422.26	112031.86
943488.76	112019.48
943556.51	111989.9
943585.42	111594.97
943523.96	111538.68
943458.71	111533.9
943368.46	111423.7
NA	NA
938102.45	109481.92
937961.84	109609.88
937954.25	109713.05
937781.08	109838.64
937618.15	109826.65
937512.76	109922.64
937414.95	109915.45
937168.97	110139.46
937155.08	110328.66
937364.43	110603.37
937722.98	110629.67
937828.47	110533.68
938382.74	110574.35
938486.85	110495.55
938585.92	110485.56
938726.39	110357.58
938487.01	110046.13
938494.6	109942.97
938599.99	109847.02
938621.5	109554.73
938560.17	109498.36
938102.45	109481.92
NA	NA
935559.42	112425.68
935454.09	112521.79
934704.19	112467.19
934562.54	112612.64
934556.28	112698.65
934346.9	112873.75
934339.39	112977.01
934400.77	113033.37
934498.69	113040.49
934527.51	113094.48
934506.27	113387.06
934626.65	113534.21
935016.75	113579.84
935158.36	113434.38
935165.86	113331.14
935202.17	113281.89
935396.54	113313.34
935466.78	113249.21
935473.03	113163.17
935411.54	113106.81
935313.73	113099.71
935284.91	113045.72
935425.3	112917.53
935621.02	112931.77
935726.34	112835.65
935889.28	112847.5
936063.59	112704.54
936077.37	112515.29
936015.89	112458.93
935559.42	112425.68
NA	NA
910589.05	137991.22
910552.95	138041
910546.12	138144.86
910609.1	138183.8
910771.06	138211.81
910839.62	138164.16
910846.45	138060.31
